%%%%%%%%%%%%%%%%%%%% Configuration %%%%%%%%%%%%%%%%%%%%
budget: 3, g: 2, theta3: 1.000000, layers: 10
%%%%%%%%%%%%%%%%%%%% Optimization Output %%%%%%%%%%%%%%%%%%%%
minimal loss: -39.87451452707735, 
maxIter: 0, func_eval: 7676
Parameters Found: [ 1.51014053 -0.33059088 -0.24402405 -0.39431951 -0.00182824 -0.17186092
  0.14870056  0.06273982 -0.17827628 -0.10398884  0.02438974  0.18692112
 -0.08372848 -0.0195826   1.00021215  0.88732994  0.13646211  0.13558493
  0.27525212 -0.2329621 ]

----------------- Loss (0 steps from 0 iterations) -----------------
iter		loss
------------------------------------------------------------------------

Training done! Total elapsed time:91104.91s

Optimal: selection 101010000000, value -43.51002035+0.00000000j

----------------- Full result ---------------------
rank	selection	value		probability
264	001100010100	-27.50456402		0.00071165
265	100100010001	-27.50477070		0.00071165
266	001001010001	-27.50573364		0.00071161
267	010000000111	-27.50047610		0.00071159
268	000100010110	-27.50458908		0.00071158
269	010100000110	-27.50366972		0.00071158
270	011100010000	-27.50492600		0.00071156
271	001100010001	-27.50454040		0.00071152
272	000100011001	-27.50468300		0.00071152
273	010100011000	-27.50499685		0.00071149
274	000001010110	-27.50505706		0.00071148
275	010000001101	-27.50036814		0.00071146
276	000000010111	-27.50206542		0.00071145
277	110000010100	-27.50219724		0.00071144
278	100001000101	-27.50467889		0.00071144
279	100001010100	-27.50498887		0.00071143
280	010100010010	-27.50488639		0.00071143
281	010001000110	-27.50467451		0.00071138
282	010001010010	-27.50522862		0.00071135
283	010000010011	-27.50223340		0.00071133
284	110000010001	-27.50219486		0.00071131
285	010001001001	-27.50477448		0.00071130
286	000011010100	-27.50472057		0.00071125
287	000101100001	-27.50639554		0.00071125
288	010001011000	-27.50513560		0.00071123
289	100001010001	-27.50537929		0.00071123
290	000011010001	-27.50530738		0.00071122
291	000101100100	-27.50621671		0.00071120
292	000001011001	-27.50535447		0.00071115
293	010000011100	-27.50193039		0.00071115
294	000000011101	-27.50176003		0.00071115
295	010011010000	-27.50489391		0.00071113
296	010101100000	-27.50646646		0.00071112
297	000000110101	-27.50156791		0.00071100
298	110100000100	-27.50296110		0.00071098
299	100101000100	-27.50589378		0.00071096
300	110100000001	-27.50254970		0.00071093
301	010000110001	-27.50178703		0.00071091
302	000100000111	-27.50217516		0.00071089
303	000111000001	-27.50587379		0.00071088
304	010000110100	-27.50159198		0.00071087
305	100101010000	-27.50605355		0.00071085
